dict_size: 17809
#############################
maximum sentence length: 55
minimum sentence length: 1
length	frequency
decades-spanning	7
cheap-shot	7
rampantly	7
makin	7
unhappiness	7
devise	7
overture	7
sob-story	7
temptingly	7
geographical	7
adherence	7
petroni	7
fishing	7
neurasthenic	7
virulently	7
presume	7
three-year-old	7
somnambulant	7
instalment	7
disney-fied	7
naturalness	7
tinged	7
snazziness	7
ploughing	7
humbling	7
betrayed	7
glint	7
medem	6
stevenon	6
deli	6
sixties-style	6
loathing	6
child-centered	6
suffocated	6
currency	6
ecclesiastes	6
unpaid	6
creature-feature	6
typed	6
connects	6
blood-splattering	6
hideousness	6
merrily	6
long-running	6
displacement	6
heavy-duty	6
assures	6
flurry	6
movie-biz	6
showed	6
crave	6
hemmingway	6
unintended	6
jacked-up	6
sweet-tempered	6
thrilled	6
mating	6
uruk-hai	6
portent-heavy	6
trance-noir	6
cosby-seinfeld	6
wise-beyond-her-years	6
hallelujah	6
asked	6
blending	6
sense-of-humour	6
regimented	6
unsalvageability	6
sinise	6
wifty	6
elliott	6
emphatic	6
dexterous	6
sissako	6
eroticism	6
han	6
asiaphiles	6
well-contructed	6
self-inflicted	6
crematorium	6
topping	6
overindulgence	6
single-mindedly	6
plot-lines	6
deceivingly	6
uncluttered	6
minac	6
accounting	6
caper-comedy	6
brent	6
grubbing	6
variable	6
uk	6
all-powerful	6
commonly	6
inexpressive	6
cherished	6
unsuspenseful	6
reconfigured	6
strictness	6
modicum	6
yearn	6
suspicion	6
compelled	6
establishing	6
prostituted	6
top-heavy	6
gibney	6
altered	6
botch	6
introduced	6
uninspiring	6
less-than-magic	6
assistant	6
pierce	6
jeong	6
undogmatic	6
lagaan	6
self-regarding	6
bombard	6
teddy	6
rigorous	6
grumpy	6
schaefer	6
dissection	6
imago	6
ratcatcher	6
abused	6
blurred	6
hollowness	6
benefitted	6
bizarrely	6
estela	6
mocking	6
mandy	6
ismail	6
action-and-popcorn	6
erase	6
sc2	6
whirlwind	6
time-travel	6
sleep-inducingly	6
dramatist	6
weirder	6
fizzability	6
date-night	6
bypass	6
colleague	6
resonates	6
labeling	6
big-bug	6
historian	6
slipper	6
police-oriented	6
degrades	6
naomi	6
charmingly	6
bundling	6
rite	6
corruscating	6
disintegrates	6
thou	6
dimensional	6
grabowsky	6
jettisons	6
nine-tenths	6
chesterton	6
deep-sixed	6
falcon	6
deposit	6
not-great	6
irrigates	6
logistically	6
carrera	6
swirl	6
hustling	6
revision	6
aquatic	6
dainty	6
wise-cracker	6
sweaty-palmed	6
anton	6
respectively	6
clanging	6
holmes	6
starship	6
consciousness-raising	6
louiso	6
figurative	6
skid	6
underway	6
clumsiness	6
plastered	6
doubtful	6
nada	6
overpowered	6
squeamish	6
shum	6
burlesque	6
ponders	6
dished	6
unpicked	6
piecing	6
meekly	6
uncommitted	6
unconnected	6
riding	6
willams	6
breheny	6
port-of-call	6
meets-new	6
stiflingly	6
quasi-improvised	6
putter	6
paula	6
fearlessly	6
mid-to-low	6
utmost	6
mimicking	6
unquestionably	6
seedy	6
ink-and-paint	6
disapproval	6
lately	6
byplay	6
crosscut	6
stomach-churning	6
sequel-itis	6
clocked	6
preposterously	6
slc	6
modulated	6
1997	6
dry-eyed	6
psychoanalytical	6
lynne	6
recognizably	6
motorized	6
achival	6
semi-improvised	6
daunting	6
zinger-filled	6
cold-fish	6
devious	6
eee	6
giovanni	6
mock	6
blighter	6
agape	6
qutting	6
teen-oriented	6
observer	6
gender-bending	6
wreaks	6
widen	6
gratitude	6
affinity	6
fetishism	6
excite	6
bore-athon	6
outdoes	6
allison	6
wewannour	6
steinis	6
peterspider-man	6
passive	6
evidenced	6
disadvantage	6
low-down	6
pre-wwii	6
break-ups	6
splendid-looking	6
formidable	6
funnygritty	6
moisture	6
microwave	6
devotes	6
evaded	6
drive-by	6
too-spectacular	6
cuter	6
caved	6
nauseatingly	6
hardest	6
pre-dawn	6
arise	6
fortunately	6
beat-the-clock	6
displayed	6
suffocate	6
1991	6
inversion	6
avoided	6
identity-seeking	6
spell-casting	6
headline-fresh	6
jarecki	6
repetitively	6
whitewash	6
schneidermeister	6
reenacting	6
wiel	6
cesspool	6
prehistoric	6
orientation	6
beast-within	6
voices-from-the-other-side	6
snore-fest	6
bazadona	6
amc	6
bless	6
recorded	6
pointlessness	6
snooze	6
cold-blooded	6
whimsicality	6
pelosi	6
passivity	6
messing-about	6
shag	6
unrelieved	6
reserving	6
lowering	6
roussillon	6
ledger	6
stayed	6
schultz	6
traveled	6
disrespected	6
garish	6
quantum	6
tick-tock	6
belated	6
blush	6
infinite	6
fearing	6
bailiwick	6
kilner	6
snapping	6
unrepentantly	6
extraterrestrial	6
director-writer	6
frenzied	6
skolnick	6
impersonating	6
self-reflexive	6
useful	6
uselessly	6
enthusiastically	6
translates	6
frankenstein-monster	6
aborbing	6
venturesome	6
downplaying	6
pantomimesque	6
discus	6
anti-darwinian	6
26-episode	6
boldface	6
1899	6
deconstructed	6
audience-abuse	6
vacuous	6
mind-bending	6
skipped	6
rubber-face	6
unpleasantly	6
vinegar	6
nurture	6
misdirected	6
encyclopedia	6
strikingly	6
even-toned	6
ransacks	6
shlockmeister	6
rhythmic	6
p.t	6
disquisition	6
re-assess	6
bounty	6
reclaiming	6
bardem	6
rash	6
frittered	6
skyscraper-trapeze	6
yuks	6
powder	6
crowdpleaser	6
bleed	6
trove	6
newold	6
thinks-it-is	6
avis	6
sterility	6
remain-nameless	6
dead-eye	6
advocacy	6
neo-hitchcockianism	6
sofia	6
linklater	6
lauren	6
deploys	6
crushed	6
prominent	6
depalma	6
kid-empowerment	6
expansion	6
ridley	6
kvetch	6
challenge-hungry	6
argentinean	6
cello	6
collectible	6
half-formed	6
fencing	6
period-perfect	6
swap	6
graced	6
luther	6
moustache	6
mobility	6
gang-member	6
orc	6
schrader	6
berlin	6
caused	6
elicited	6
colonic	6
fortify	6
ghastly	6
eavesdropping	6
shoot-outs	6
deathly	6
frisky	6
leaner	6
self-possessed	6
fleet-footed	6
mystification	6
postapocalyptic	6
optic	6
revolting	6
dead-center	6
mesmerised	6
shriveled	6
aboriginal	6
leanest	6
downside	6
solemnly	6
galled	6
thumpingly	6
horde	6
softheaded	6
plimpton	6
tantamount	6
nonethnic	6
sooooo	6
spawn	6
blue-light-special	6
chabrolian	6
opulent	6
flakiness	6
sprawl	6
drug-induced	6
invested	6
intern	6
glance	6
uproar	6
restate	6
counterproductive	6
granger	6
meanwhile	6
handicap	6
frodo	6
downplays	6
ill-equipped	6
career-defining	6
norris	6
sentimentalist	6
one-night	6
dolorous	6
good-humored	6
pegged	6
glorifying	6
dosage	6
incarnates	6
bungle	6
splatterfests	6
residence	6
outweigh	6
lensing	6
dullingly	6
unlock	6
neo-nazism	6
entree	6
huge-screen	6
hinged	6
guilt-free	6
thoughtless	6
mule	6
friedman	6
actioncomedy	6
8-10	6
zigzag	6
sterotypes	6
tone-deaf	6
acre	6
overdose	6
imprint	6
nanook	6
hoopla	6
ferment	6
aiming	6
demonic	6
harness	6
teen-gang	6
exhilarated	6
dubbing	6
flatfooted	6
bod	6
colonialism	6
israeli-occupied	6
pretence	6
fuddled	6
treebeard	6
dabbles	6
brainer	6
stepford	6
leveling	6
staggering	6
well-mounted	6
spate	6
showmanship	6
egregiously	6
infant	6
26	6
23	6
copious	6
diciness	6
englishman	6
corkscrew	6
omits	6
razor	6
defuses	6
unafraid	6
scene-by-scene	6
intractable	6
hades	6
contagious	6
remove	6
geniality	6
kubrick-meets-spielberg	6
decorous	6
bonehead	6
portugal	6
herrmann	6
sulking	6
darn	6
shrewdly	6
calibre	6
narcissist	6
scuttled	6
scald	6
goody	6
dwells	6
boyz	6
shohei	6
admiring	6
disintegration	6
redemptive	6
congeniality	6
implicitly	6
renting	6
bode	6
near-future	6
actordirector	6
fabulously	6
varies	6
hanky-panky	6
deliriously	6
israelipalestinian	6
bolder	6
ourside	6
self-defeatingly	6
time-vaulting	6
baaaaaaaaad	6
binging	6
jingle	6
shrapnel	6
threefold	6
pg-13-rated	6
guilt-suffused	6
blown-out	6
buggy	6
pausing	6
peddled	6
zeus	6
money-grubbing	6
roughage	6
inexpressible	6
qual	6
temporal	6
hard-core	6
casualty	6
not-quite-suburban	6
disoriented	6
grumbling	6
nonjudgmentally	6
whiney	6
chunk	6
movingly	6
diminishes	6
partially	6
pie-type	6
42	6
pro-fat	6
ilya	6
flattened	6
latently	6
infectiously	6
overemphatic	6
iditarod	6
materalism	6
uplift	6
powaqqatsi	6
pokey	6
patent	6
socialeconomicurban	6
standard-issue	6
sex-as-war	6
dispatching	6
lacerating	6
signing	6
depress	6
vagina	6
icky	6
anthropomorphic	6
pabulum	6
gone-to-pot	6
jangle	6
injected	6
revigorates	6
gator-bashing	6
2-day	6
plumbed	6
rogers	6
undressed	6
automatic	6
molehill	6
mum	6
betting	6
alchemy	6
heartland	6
manga-like	6
salacious	6
enlightenment	6
experiencing	6
mending	6
beyond-lame	6
overtone	6
jostle	6
coastal	6
naught	6
sometime	6
whet	6
digested	6
quintessentially	6
vigorously	6
yacht	6
ryder	6
rot	6
uncool	6
novice	6
inauspicious	6
teen-sleaze	6
chaykin	6
hymn	6
self-pitying	6
wittier	6
inventively	6
paranormal	6
etched	6
paramount	6
exhibitionism	6
kalesniko	6
go-round	6
bmws	6
lagoon	6
april	6
fruition	6
cling	6
gushing	6
curmudgeonly	6
dirk	6
broached	6
well-oiled	6
unreachable	6
intrinsically	6
intolerance	6
corbett	6
award-worthy	6
hanley	6
professes	6
food-spittingly	6
tooled	6
cassel	6
post-september	6
visualized	6
floundering	6
columnist	6
65	6
comforted	6
tiger	6
concubine	6
knucklehead	6
punched	6
enrapturing	6
underplays	6
botching	6
togetherness	6
m.i.t	6
gather	6
closed-door	6
medal	6
snow-and-stuntwork	6
guiltless	6
bodacious	6
g-rated	6
amongst	6
strip-mined	6
orchestrate	6
cuaron	6
subsided	6
oversexed	6
flowed	6
fad	6
portentous	6
distended	6
hovers	6
ex-marine	6
contemplating	6
reshaping	6
v	6
snuck	6
not-so-small	6
style-free	6
thereafter	6
spiritually	6
techno-saturation	6
relieved	6
sub-formulaic	6
modernizes	6
doggie	6
right-on	6
unlistenable	6
barb	6
slapped	6
bertrand	6
whip-smart	6
systematically	6
unstable	6
prod	6
oft-brilliant	6
upstaged	6
repulsion	6
police-procedural	6
usurp	6
dowse	6
feasting	6
49-year-old	6
wonton	6
initiation	6
georgian-israeli	6
slowtime	6
dramaaction	6
penis	6
melding	6
catechism	6
inside-show-biz	6
pretentiousness	6
saldanha	6
depicted	6
talkiness	6
bare-midriff	6
mystifying	6
congeals	6
multi-dimensional	6
complicate	6
covered	6
bentley	6
related	6
88	6
yankee	6
j.m	6
reflecting	6
unaccountable	6
munchausen-by-proxy	6
rous	6
pr	6
sanitised	6
co-opted	6
off-season	6
risk-takers	6
elmore	6
vies	6
requirement	6
unfairly	6
horrifyingly	6
retrograde	6
beatrice	6
cutter	6
lushness	6
enact	6
bait-and-switch	6
katzenberg	6
exceed	6
little-remembered	6
urbanity	6
rara	6
biscuit	6
dependence	6
saddens	6
shuns	6
elliptically	6
hack-artist	6
dench	6
hand-held	6
turpin	6
aided	5
ryoko	5
clotted	5
alientation	5
voyeur	5
cooking	5
negated	5
brit-com	5
front-loaded	5
kidd	5
spotty	5
reenactment	5
96	5
telegraph	5
hereby	5
earthshaking	5
charleston	5
semi-autobiographical	5
laser-projected	5
interlocked	5
hurting	5
interfering	5
whit	5
wending	5
flatman	5
beanie	5
tres	5
constricted	5
affirmation	5
comprise	5
erika	5
juliet	5
posit	5
advert	5
headly	5
velma	5
pseudo-philosophic	5
thievery	5
masquerading	5
leer	5
raja	5
peg	5
judaism	5
sun-splashed	5
educate	5
lazily	5
cacophony	5
slowness	5
tolerable-to-adults	5
fueled	5
reaffirms	5
dyspeptic	5
disconcertingly	5
brody	5
headbanger	5
ong	5
vote	5
representing	5
non-starter	5
blinding	5
captivatingly	5
beer-soaked	5
navigates	5
nail-biter	5
parlance	5
spot-on	5
dreaminess	5
vibrantly	5
94-minute	5
beckons	5
thinly-conceived	5
bedeviled	5
hamfisted	5
bottomlessly	5
subjecting	5
mccoist	5
methodical	5
gymkata	5
93-minute	5
blarney	5
respective	5
bluer	5
ecologically	5
well-nigh	5
lingual	5
sontag	5
carlen	5
senegalese	5
competently	5
conciliatory	5
croatia	5
decorum	5
well-meaningness	5
already-shallow	5
filth	5
bitchy	5
ugly-duckling	5
close-to-solid	5
bo	5
and-miss	5
glumly	5
mishandle	5
miscalculates	5
um	5
lucid	5
sepia-tinted	5
amiss	5
bowel-curdling	5
continued	5
stodgy	5
fly-on-the-wall	5
mediterranean	5
life-size	5
one-sidedness	5
sweet-natured	5
impetuousness	5
cross-dressing	5
bilingual	5
shortage	5
techno-sex	5
tempt	5
kmart	5
heartrending	5
super-stupid	5
bonanza	5
increment	5
persistence	5
unclassifiably	5
incurably	5
co	5
ce	5
diverges	5
powered	5
tactfully	5
headbangingly	5
indieflick	5
manically	5
hyper-artificiality	5
underlined	5
am-radio	5
fetid	5
sl2	5
observes	5
uglier	5
unspeakably	5
crackerjack	5
unconned	5
impressionistic	5
dwindles	5
hirosue	5
dislikable	5
impair	5
arch	5
oliveira	5
swamped	5
rated	5
plentiful	5
enhancing	5
fuelled	5
wistfully	5
pessimist	5
peevish	5
orchestrates	5
deliberative	5
rung	5
ww	5
live-wire	5
oblivious	5
masterpeice	5
axis	5
sugar-sweet	5
gracious	5
loudly	5
not-so-hot	5
bug-eye	5
josh	5
muting	5
spawned	5
playboy-mansion	5
lump-in-the-throat	5
weaned	5
misleading	5
frolic	5
troupe	5
juiced	5
all-over-the-map	5
aristocratic	5
dissatisfied	5
p	5
populating	5
giler	5
slough	5
cahill	5
envelops	5
emphasising	5
well-put-together	5
45ths	5
endgame	5
over-25s	5
suffice	5
racked	5
larded	5
pabst	5
premier	5
hamstrung	5
well-rounded	5
samuel	5
at-a-frat-party	5
hjelje	5
patientdoctor	5
edifying	5
tezuka	5
book-on-tape	5
belittle	5
civilized	5
ame	5
densest	5
showboating	5
morphs	5
comicthriller	5
deranged	5
intervention	5
faulted	5
hire	5
milking	5
poof	5
condensation	5
lipstick	5
bledel	5
near-masterpiece	5
expounded	5
three-ring	5
completists	5
exhilaratingly	5
halle	5
underwhelming	5
spalding	5
malnourished	5
stupidest	5
soul-stirring	5
towering	5
bickering	5
punitive	5
shave	5
reflected	5
eddy	5
reawaken	5
tunis	5
iben	5
endearingly	5
hands-on	5
salary	5
scorcher	5
hobbled	5
irredeemably	5
sacred	5
too-frosty	5
gaunt	5
lethally	5
mumble	5
katherine	5
ado	5
political-action	5
hyperbole	5
energizing	5
indigestible	5
weightlessness	5
describing	5
giddily	5
affectation-free	5
piercingly	5
heedless	5
gymnastics	5
unwise	5
ouzo	5
booty	5
poky	5
hudson	5
francophile	5
afresh	5
tendentious	5
pollyana	5
box-office	5
hanson	5
shimmeringly	5
fanatically	5
prospective	5
hidden-agenda	5
well-formed	5
applegate	5
greta	5
long-range	5
pouty-lipped	5
bloodbath	5
misstep	5
lux	5
uplifter	5
unrequited	5
modeled	5
morgen	5
wattage	5
gantzes	5
belonged	5
save-the-planet	5
bolster	5
hmmmmm	5
choquart	5
sprinkling	5
overflow	5
zaza	5
ivy	5
crazier	5
humourless	5
off-puttingly	5
ergo	5
hundert	5
advancing	5
high-adrenaline	5
gunning	5
broca	5
trippy	5
scotch	5
photographic	5
scrubbing	5
softly	5
ignorance	5
hollywood-predictable	5
camouflaged	5
evincing	5
entitled	5
rome	5
dearly	5
gamely	5
knock-off	5
talking-animal	5
bola	5
not-too-distant	5
delete	5
helga	5
rodan	5
russo	5
heart-breaking	5
stoically	5
wail	5
stallion	5
soapdish	5
suffused	5
sample	5
scripters	5
mingles	5
cascade	5
buddy-comedy	5
jae-eun	5
timewaster	5
cough	5
desultory	5
zzzzzzzzz	5
teen-catholic-movie	5
bare-bones	5
declares	5
much-anticipated	5
e-mailing	5
radiates	5
unencouraging	5
fried	5
niftiest	5
isolated	5
pap	5
fear-inducing	5
christian-themed	5
seaworthy	5
christine	5
tatou	5
l	5
aussie	5
roar	5
splat-man	5
deem	5
rape-payback	5
invariably	5
sychowski	5
fiendish	5
overdone	5
extrusion	5
economically	5
clinch	5
gasbag	5
garth	5
component	5
earthbound	5
stubborn	5
giannini	5
harp	5
reinforces	5
waged	5
carter	5
peaked	5
gruelling	5
buffeted	5
thrillingly	5
innate	5
override	5
short-story	5
10th	5
big-budgetall-star	5
hyper-time	5
undiminished	5
oeuvre	5
burnt-out	5
snag	5
seriocomic	5
grossest	5
armenian-canadian	5
standouts	5
parting	5
aversion	5
forewarned	5
helpful	5
dallas	5
green-guts	5
dudsville	5
calculation	5
dripping	5
direct-to-void	5
leukemia	5
joylessly	5
charting	5
shapely	5
histrionic	5
upper-crust	5
lagging	5
congrats	5
p.o.v	5
discursive	5
artsploitation	5
underwater	5
randy	5
perplexed	5
tenderly	5
penetrates	5
not-so-divine	5
for-fans	5
dampens	5
sugar-coated	5
supercharged	5
pleasurably	5
citizen	5
thoughtlessly	5
75-minute	5
aboul	5
gidget	5
strident	5
flip	5
wisp	5
pig	5
virtual	5
desecration	5
rise-and-fall	5
cop-out	5
slipperiness	5
murder-on-campus	5
womanhood	5
2-d	5
endemic	5
tinkering	5
tov	5
situates	5
99-minute	5
possessed	5
steamboat	5
contain	5
stanza	5
lodge	5
losin	5
biologically	5
immersive	5
lusty	5
bugged	5
conversational	5
paltrow	5
sylvie	5
sketchbook	5
steadily	5
indispensable	5
synthesis	5
scouse	5
satisfactorily	5
porthole	5
avenges	5
verbinski	5
straight-shooting	5
rehashed	5
takeoff	5
handsome-looking	5
dissipated	5
eye-boggling	5
distillation	5
overreaches	5
completed	5
over-familiarity	5
wordy	5
individually	5
iteration	5
slice-of-depression	5
graceland	5
disillusionment	5
preach	5
unlaughable	5
arousing	5
disney-style	5
paraphrase	5
broach	5
than-likely	5
shimmer	5
skit-com	5
violated	5
invokes	5
eschews	5
contorting	5
kev	5
stylishly	5
deposited	5
sub-par	5
audience-pleaser	5
decisively	5
shifty	5
blatantly	5
nia	5
oo	5
aground	5
re-hash	5
imbecilic	5
strenuous	5
sleaze	5
well-observed	5
blethyn	5
wanton	5
stimulus	5
gerbosi	5
sparked	5
goat	5
mould	5
nonchalantly	5
shorn	5
adrien	5
limply	5
stroked	5
modernized	5
inflict	5
atonal	5
evoked	5
hile	5
full-frontal	5
chardonne	5
untrained	5
interact	5
ensnare	5
spin-off	5
75	5
gushy	5
fond	5
post-9	5
dark-as-pitch	5
learnt	5
psychodramatics	5
simpler	5
georgia	5
expressly	5
pay-off	5
meanest	5
exclusively	5
governmental	5
gilliam-esque	5
capitalizes	5
of-the-week	5
ugh	5
deviously	5
visualizing	5
minor-league	5
anti-human	5
gender-bender-baller	5
gunfest	5
blustery	5
non-bondish	5
clunk-on-the-head	5
pretense	5
indulges	5
hjejle	5
abderrahmane	5
destinees	5
precipitously	5
indifferently	5
unceasing	5
misbegotten	5
so-inept	5
longevity	5
marries	5
confrontational	5
sexploitation	5
sub-aquatic	5
paymer	5
cruise	5
saturation	5
decent-enough	5
stymied	5
telenovela	5
firestorm	5
coupling	5
similarity	4
delf	4
hu	4
locked	4
famed	4
expressively	4
oscar-size	4
kiddie-oriented	4
disconnection	4
averse	4
bollywoodhollywood	4
self-flagellation	4
reverberates	4
shall	4
herbivore	4
boarder	4
ackerman	4
often-hilarious	4
twenty-three	4
smackdown	4
toolbags	4
actionthriller	4
courtney	4
horrorthriller	4
e-graveyard	4
hard-to-believe	4
lushly	4
cross-promotion	4
mibii	4
lanie	4
scan	4
dynamited	4
theological	4
over-reliance	4
espite	4
98	4
ghostbusters	4
dismally	4
offense	4
disagreeable	4
skirmish	4
smarter-than-thou	4
crushing	4
re-release	4
bothersome	4
neo-realist	4
dutifully	4
slop	4
masseur	4
shankman	4
isabelle	4
intimately	4
culled	4
underline	4
unmistakably	4
unsuccessfully	4
fuhgeddaboutit	4
socrates	4
control-alt-delete	4
superheroics	4
detention	4
bjarne	4
destin	4
sexiness	4
waver	4
christina	4
magnifique	4
sugarcoated	4
lantern	4
spoiler	4
stimulates	4
shayamalan	4
miscasts	4
salvo	4
immersing	4
janszen	4
potion	4
sidey	4
zag	4
methamphetamine	4
umpteenth	4
directive	4
rubbish	4
four-legged	4
charlize	4
alex	4
buoyed	4
mush-hearted	4
by-the-book	4
stumblings	4
movie-goers	4
dumbfoundingly	4
enlivens	4
ostentatious	4
wei	4
wes	4
debatable	4
accompanied	4
morning-glory	4
inc	4
compete	4
contemplates	4
rigorously	4
prancing	4
sushi	4
continual	4
heremakono	4
reworks	4
hooked	4
non-britney	4
mistaken-identity	4
felinni	4
strongman	4
mcklusky	4
serenely	4
preposterousness	4
ah-nuld	4
coy	4
royal	4
applied	4
befits	4
uncharismatically	4
less-than-compelling	4
fluff-ball	4
dooby	4
cheapen	4
free-for-all	4
unravels	4
pooper-scoopers	4
computer-animated	4
dewy-eyed	4
staircase	4
near-miss	4
breen	4
east-vs	4
fabuleux	4
crooned	4
glacially	4
javier	4
bratt	4
laggard	4
humbuggery	4
arctic	4
delayed	4
retrospectively	4
unmolested	4
glitzy	4
dumpling	4
quasi-documentary	4
frankenstein	4
repugnant	4
johnnie	4
well-structured	4
often-deadly	4
mccracken	4
rudy	4
discloses	4
ultra-cheesy	4
dominates	4
launch	4
sentimentalized	4
fustily	4
u.n	4
begets	4
embarking	4
woe	4
hackery	4
perspicacious	4
reviewed	4
exceeding	4
tobey	4
tantalizes	4
no-holds-barred	4
stalked	4
wash.	4
conceited	4
unflaggingly	4
stupider	4
culmination	4
monkeyfun	4
discard	4
marveilleux	4
chitchat	4
shunji	4
cockamamie	4
mantra	4
yawner	4
emptying	4
greased	4
boris	4
dodgy	4
zellweger	4
dynamism	4
fifteen-minute	4
sized	4
code-talk	4
ticket-buyers	4
hammily	4
derails	4
45-minute	4
clothed	4
kurupt	4
eternally	4
twister	4
godawful	4
dredge	4
conforms	4
gabriele	4
supplied	4
appetizer	4
fertility	4
thrashing	4
well-meant	4
untidily	4
nailbiter	4
drabness	4
uzumaki	4
conditioned	4
errs	4
slipshod	4
byway	4
penned	4
unromantic	4
ensnared	4
homespun	4
choir	4
talker	4
soured	4
ferzan	4
romanticized	4
hemlock	4
stability	4
jock	4
tomfoolery	4
summary	4
blimp	4
exhaustingly	4
comedythriller	4
hoult	4
loneliest	4
aroused	4
transgression	4
approximation	4
songbird	4
not-so-big	4
nrelentingly	4
locust	4
sha-na-na	4
trey	4
unaccustomed	4
c.i	4
implement	4
70-year-old	4
judith	4
skeptic	4
semi-surrealist	4
celebrityhood	4
upholstered	4
south-of-the-border	4
surrealist	4
emaciated	4
potty-mouthed	4
unfurls	4
overacted	4
rip-roaring	4
pc	4
whetted	4
garbus	4
groan-inducing	4
bergman	4
shellshock	4
elapse	4
ineffable	4
doodled	4
eighth-grader	4
italy	4
spy-thriller	4
bristle	4
graduation	4
devotedly	4
rejection	4
transplanted	4
sia	4
dan	4
flail	4
programmer	4
contribute	4
bio-doc	4
counting	4
survives	4
keener	4
allegorical	4
parris	4
pinhead	4
trailer-trash	4
satan	4
abbas	4
techno-tripe	4
janey	4
lo-fi	4
time-it-is	4
stooge	4
bui	4
commander-in-chief	4
two-fifths	4
fairness	4
christ	4
loveless	4
generically	4
cribbed	4
ritual	4
lovably	4
oft-described	4
mind-bender	4
off-the-rack	4
